inspection_id,bridge_id,inspection_date,inspection_type,condition_class,BCI_score,deck_score,superstructure_score,substructure_score,inspector_team,recommended_action
INSP-BR0224-2021,BR0224,2021-10-04,Regular inspection,3,69.3,74.8,64.8,70.1,Team B,Repair planning
INSP-BR0224-2023,BR0224,2023-03-25,Regular inspection,4,54.4,45.3,54.7,49.3,Team A,Major repair / load assessment
INSP-BR0224-2024,BR0224,2024-08-16,Regular inspection,4,42.4,50.1,45.5,40.0,External consultant,Major repair / load assessment
INSP-BR0224-2025,BR0224,2025-05-05,Frequent inspection,4,48.7,42.2,58.5,58.4,Team B,Major repair / load assessment
INSP-BR0225-2023,BR0225,2023-08-13,Regular inspection,2,87.9,94.5,84.0,98.0,Team B,Routine maintenance
INSP-BR0225-2025,BR0225,2025-10-24,Regular inspection,2,76.5,68.6,75.3,80.9,Team B,Routine maintenance
INSP-BR0226-2021,BR0226,2021-11-13,Regular inspection,4,56.9,56.3,62.1,68.5,Team B,Major repair / load assessment
INSP-BR0226-2022,BR0226,2022-11-21,Regular inspection,4,58.9,56.3,64.7,62.8,Team C,Major repair / load assessment
INSP-BR0226-2025,BR0226,2025-10-02,Special inspection,4,52.9,53.6,60.3,59.1,Team B,Major repair / load assessment
INSP-BR0226-2026,BR0226,2026-04-22,Regular inspection,4,50.3,55.1,50.4,48.8,Team C,Major repair / load assessment
INSP-BR0227-2022,BR0227,2022-08-08,Regular inspection,3,70.5,66.5,70.4,70.9,Team C,Repair planning
INSP-BR0227-2023,BR0227,2023-04-04,Frequent inspection,3,71.3,69.9,66.1,72.8,External consultant,Repair planning
INSP-BR0227-2025,BR0227,2025-10-18,Regular inspection,3,71.9,70.6,75.5,66.7,Team C,Repair planning
INSP-BR0227-2026,BR0227,2026-09-07,Regular inspection,4,47.7,48.5,52.1,54.3,Team B,Major repair / load assessment
INSP-BR0228-2022,BR0228,2022-08-18,Regular inspection,2,79.7,82.2,71.3,89.5,External consultant,Routine maintenance
INSP-BR0228-2023,BR0228,2023-10-11,Special inspection,2,81.9,77.0,84.8,79.0,External consultant,Routine maintenance
INSP-BR0228-2024,BR0228,2024-03-25,Regular inspection,2,88.2,87.1,88.0,89.7,Team A,Routine maintenance
INSP-BR0228-2026,BR0228,2026-04-17,Regular inspection,2,76.5,66.8,68.2,68.0,External consultant,Routine maintenance
INSP-BR0229-2022,BR0229,2022-08-20,Regular inspection,1,91.9,98.4,90.5,88.3,External consultant,Routine maintenance
INSP-BR0229-2024,BR0229,2024-09-17,Regular inspection,1,92.6,83.1,89.4,91.7,Team A,Routine maintenance
INSP-BR0229-2025,BR0229,2025-10-17,Regular inspection,1,92.5,82.2,94.3,89.1,External consultant,Routine maintenance
INSP-BR0229-2026,BR0229,2026-06-19,Frequent inspection,1,94.8,90.0,96.1,89.9,External consultant,Routine maintenance
INSP-BR0230-2021,BR0230,2021-10-23,Regular inspection,3,72.3,72.7,73.2,76.9,External consultant,Repair planning
INSP-BR0230-2023,BR0230,2023-10-02,Regular inspection,3,67.2,56.5,65.8,60.2,Team A,Repair planning
INSP-BR0230-2025,BR0230,2025-05-15,Frequent inspection,3,70.1,59.6,80.0,72.9,Team C,Repair planning
INSP-BR0231-2021,BR0231,2021-10-12,Frequent inspection,1,98.1,96.3,100,100,Team B,Routine maintenance
INSP-BR0231-2022,BR0231,2022-11-22,Frequent inspection,1,92.5,90.7,100,84.7,External consultant,Routine maintenance
INSP-BR0231-2023,BR0231,2023-10-07,Regular inspection,1,94.5,88.7,100,100,External consultant,Routine maintenance
INSP-BR0231-2025,BR0231,2025-05-19,Frequent inspection,2,88.8,92.7,90.2,100,Team B,Routine maintenance
INSP-BR0232-2021,BR0232,2021-10-24,Regular inspection,1,96.7,100,100,100,Team B,Routine maintenance
INSP-BR0232-2022,BR0232,2022-08-18,Regular inspection,2,78.3,71.2,73.0,70.7,Team A,Routine maintenance
INSP-BR0232-2024,BR0232,2024-04-05,Regular inspection,2,83.2,90.6,74.0,82.5,External consultant,Routine maintenance
INSP-BR0233-2021,BR0233,2021-08-10,Regular inspection,1,94.5,88.8,100,92.0,Team C,Routine maintenance
INSP-BR0233-2022,BR0233,2022-10-20,Frequent inspection,2,78.0,76.7,81.6,73.4,Team C,Routine maintenance
INSP-BR0233-2023,BR0233,2023-04-04,Regular inspection,1,91.3,79.5,87.6,87.0,Team C,Routine maintenance
INSP-BR0233-2026,BR0233,2026-04-15,Regular inspection,2,79.7,73.9,81.0,90.9,Team A,Routine maintenance
INSP-BR0234-2023,BR0234,2023-09-08,Frequent inspection,2,81.9,87.9,75.2,75.5,Team B,Routine maintenance
INSP-BR0234-2025,BR0234,2025-06-13,Frequent inspection,2,81.9,76.5,77.1,83.9,Team B,Routine maintenance
INSP-BR0234-2026,BR0234,2026-07-06,Regular inspection,2,82.8,82.0,91.2,90.0,Team B,Routine maintenance
INSP-BR0235-2021,BR0235,2021-11-25,Frequent inspection,2,86.6,90.8,92.5,96.4,Team B,Routine maintenance
INSP-BR0235-2023,BR0235,2023-06-16,Regular inspection,3,73.5,72.7,69.8,74.9,External consultant,Repair planning
INSP-BR0235-2025,BR0235,2025-04-08,Regular inspection,3,64.0,61.4,67.4,61.3,Team C,Repair planning
INSP-BR0235-2026,BR0235,2026-04-08,Regular inspection,3,67.1,60.0,58.6,65.1,Team A,Repair planning
INSP-BR0236-2021,BR0236,2021-08-11,Regular inspection,4,44.6,48.4,44.0,41.2,External consultant,Major repair / load assessment
INSP-BR0236-2023,BR0236,2023-09-17,Regular inspection,4,46.5,51.1,40.5,55.8,External consultant,Major repair / load assessment
INSP-BR0236-2024,BR0236,2024-07-01,Special inspection,4,47.3,52.6,42.7,48.0,Team A,Major repair / load assessment
INSP-BR0236-2026,BR0236,2026-03-23,Regular inspection,4,54.9,48.9,55.2,52.7,Team A,Major repair / load assessment
INSP-BR0237-2021,BR0237,2021-09-14,Regular inspection,1,97.3,100,92.7,94.4,Team C,Routine maintenance
INSP-BR0237-2025,BR0237,2025-07-20,Frequent inspection,1,95.8,99.1,86.9,91.8,Team C,Routine maintenance
INSP-BR0237-2026,BR0237,2026-04-01,Regular inspection,1,97.5,86.5,100,97.1,Team C,Routine maintenance
INSP-BR0238-2022,BR0238,2022-07-06,Frequent inspection,1,96.1,99.0,90.5,100,Team A,Routine maintenance
INSP-BR0238-2024,BR0238,2024-07-24,Regular inspection,1,93.2,100,100,96.3,Team C,Routine maintenance
INSP-BR0238-2025,BR0238,2025-08-15,Regular inspection,1,95.6,100,99.1,90.6,Team C,Routine maintenance
INSP-BR0239-2021,BR0239,2021-03-05,Regular inspection,2,84.9,83.1,88.7,93.6,Team C,Routine maintenance
INSP-BR0239-2023,BR0239,2023-05-19,Regular inspection,2,86.9,84.8,95.0,86.5,Team C,Routine maintenance
INSP-BR0239-2025,BR0239,2025-04-25,Regular inspection,2,84.5,74.8,92.3,93.9,External consultant,Routine maintenance
INSP-BR0239-2026,BR0239,2026-03-13,Special inspection,2,82.6,71.4,76.7,80.3,External consultant,Routine maintenance
INSP-BR0240-2025,BR0240,2025-11-04,Frequent inspection,2,81.5,80.0,72.3,91.2,External consultant,Routine maintenance
INSP-BR0240-2026,BR0240,2026-05-07,Regular inspection,2,86.0,93.4,90.1,82.7,Team A,Routine maintenance
INSP-BR0241-2022,BR0241,2022-11-06,Regular inspection,2,78.6,75.2,86.5,90.5,Team C,Routine maintenance
INSP-BR0241-2026,BR0241,2026-11-20,Regular inspection,2,82.1,86.4,89.6,80.1,Team C,Routine maintenance
INSP-BR0242-2023,BR0242,2023-11-01,Regular inspection,1,96.6,98.2,100,100,Team C,Routine maintenance
INSP-BR0242-2026,BR0242,2026-11-01,Frequent inspection,1,96.6,92.5,88.1,100,External consultant,Routine maintenance
INSP-BR0243-2022,BR0243,2022-05-04,Special inspection,1,98.4,100,95.3,100,External consultant,Routine maintenance
INSP-BR0243-2025,BR0243,2025-03-02,Regular inspection,1,98.0,99.3,99.0,89.3,External consultant,Routine maintenance
INSP-BR0243-2026,BR0243,2026-03-04,Regular inspection,1,97.2,100,100,95.8,External consultant,Routine maintenance
INSP-BR0244-2021,BR0244,2021-11-17,Regular inspection,1,96.7,100,90.1,100,Team A,Routine maintenance
INSP-BR0244-2024,BR0244,2024-11-10,Frequent inspection,2,79.8,85.8,73.0,77.7,Team C,Routine maintenance
INSP-BR0245-2022,BR0245,2022-10-07,Regular inspection,2,88.9,78.7,90.1,97.8,External consultant,Routine maintenance
INSP-BR0245-2023,BR0245,2023-03-22,Regular inspection,2,85.9,84.2,87.1,84.3,Team C,Routine maintenance
INSP-BR0245-2025,BR0245,2025-03-21,Frequent inspection,2,78.2,73.2,69.2,90.2,Team C,Routine maintenance
INSP-BR0245-2026,BR0245,2026-09-25,Regular inspection,2,88.5,81.2,78.6,93.3,Team B,Routine maintenance
INSP-BR0246-2023,BR0246,2023-09-24,Regular inspection,2,85.4,83.1,82.2,80.2,Team B,Routine maintenance
INSP-BR0246-2024,BR0246,2024-05-17,Frequent inspection,1,91.3,97.4,96.4,82.5,Team C,Routine maintenance
INSP-BR0246-2026,BR0246,2026-05-11,Regular inspection,2,84.2,75.9,89.6,91.2,Team B,Routine maintenance
INSP-BR0247-2021,BR0247,2021-11-20,Regular inspection,3,65.5,60.3,64.3,60.4,External consultant,Repair planning
INSP-BR0247-2023,BR0247,2023-03-06,Regular inspection,2,76.9,68.4,72.9,78.1,External consultant,Routine maintenance
INSP-BR0247-2025,BR0247,2025-09-16,Regular inspection,2,83.8,80.1,91.3,94.3,Team B,Routine maintenance
INSP-BR0247-2026,BR0247,2026-10-08,Special inspection,3,67.9,66.3,74.4,77.7,External consultant,Repair planning
INSP-BR0248-2022,BR0248,2022-05-06,Regular inspection,1,97.9,100,90.4,95.8,Team B,Routine maintenance
INSP-BR0248-2023,BR0248,2023-09-10,Regular inspection,1,91.8,98.8,87.8,88.1,Team B,Routine maintenance
INSP-BR0248-2026,BR0248,2026-11-08,Regular inspection,2,87.7,87.1,89.5,84.0,Team B,Routine maintenance
INSP-BR0249-2021,BR0249,2021-04-19,Regular inspection,2,85.8,87.0,92.0,80.6,Team C,Routine maintenance
INSP-BR0249-2025,BR0249,2025-05-07,Regular inspection,2,86.8,84.2,94.0,80.4,Team B,Routine maintenance
INSP-BR0250-2023,BR0250,2023-03-20,Regular inspection,3,70.7,61.3,79.4,72.2,Team B,Repair planning
INSP-BR0250-2024,BR0250,2024-11-03,Regular inspection,3,70.1,68.6,79.8,81.2,Team A,Repair planning
INSP-BR0251-2021,BR0251,2021-05-24,Frequent inspection,3,69.2,68.2,78.7,77.6,External consultant,Repair planning
INSP-BR0251-2022,BR0251,2022-04-23,Regular inspection,2,86.4,82.4,88.4,83.2,Team C,Routine maintenance
INSP-BR0251-2024,BR0251,2024-11-23,Special inspection,3,65.5,67.3,62.5,67.4,External consultant,Repair planning
INSP-BR0252-2023,BR0252,2023-08-18,Frequent inspection,2,82.2,74.8,83.2,84.2,Team B,Routine maintenance
INSP-BR0252-2024,BR0252,2024-11-05,Regular inspection,3,62.4,54.7,63.5,72.9,Team B,Repair planning
INSP-BR0253-2024,BR0253,2024-07-15,Regular inspection,1,92.5,99.9,96.0,96.3,External consultant,Routine maintenance
INSP-BR0253-2026,BR0253,2026-07-21,Regular inspection,1,98.1,96.4,93.0,91.5,External consultant,Routine maintenance
INSP-BR0254-2023,BR0254,2023-08-05,Regular inspection,1,91.6,85.5,98.8,100,Team A,Routine maintenance
INSP-BR0254-2024,BR0254,2024-03-25,Regular inspection,1,93.5,85.7,100,91.5,Team A,Routine maintenance
INSP-BR0254-2025,BR0254,2025-10-17,Regular inspection,1,97.7,92.2,96.2,100,Team B,Routine maintenance
INSP-BR0255-2023,BR0255,2023-08-16,Regular inspection,2,78.7,85.8,74.3,85.4,Team B,Routine maintenance
INSP-BR0255-2025,BR0255,2025-05-05,Regular inspection,2,89.4,89.2,91.2,89.2,Team C,Routine maintenance
INSP-BR0255-2026,BR0255,2026-06-12,Frequent inspection,2,85.7,85.1,89.2,80.6,Team A,Routine maintenance
INSP-BR0256-2023,BR0256,2023-09-20,Special inspection,1,96.2,97.2,100,100,Team B,Routine maintenance
INSP-BR0256-2024,BR0256,2024-05-08,Regular inspection,2,78.2,76.6,80.6,83.7,External consultant,Routine maintenance
INSP-BR0257-2022,BR0257,2022-08-01,Regular inspection,2,83.3,90.8,92.5,79.9,Team B,Routine maintenance
INSP-BR0257-2023,BR0257,2023-11-01,Frequent inspection,2,88.0,88.0,85.8,98.3,External consultant,Routine maintenance
INSP-BR0258-2023,BR0258,2023-04-11,Regular inspection,1,95.3,98.2,92.2,93.5,Team C,Routine maintenance
INSP-BR0258-2024,BR0258,2024-07-23,Special inspection,2,83.5,79.8,75.4,86.4,Team B,Routine maintenance
INSP-BR0258-2026,BR0258,2026-10-18,Special inspection,2,87.6,93.3,78.3,89.7,Team A,Routine maintenance
INSP-BR0259-2022,BR0259,2022-07-25,Regular inspection,1,97.0,87.3,100,100,External consultant,Routine maintenance
INSP-BR0259-2024,BR0259,2024-06-23,Frequent inspection,2,77.1,65.8,72.6,84.6,Team B,Routine maintenance
INSP-BR0259-2025,BR0259,2025-08-04,Regular inspection,2,81.0,75.4,77.9,83.0,Team C,Routine maintenance
INSP-BR0260-2023,BR0260,2023-06-07,Frequent inspection,1,96.0,85.4,92.7,88.6,Team A,Routine maintenance
INSP-BR0260-2026,BR0260,2026-05-18,Special inspection,2,82.5,90.3,73.0,79.6,Team B,Routine maintenance
INSP-BR0261-2022,BR0261,2022-03-22,Regular inspection,3,63.1,71.0,62.1,74.1,Team B,Repair planning
INSP-BR0261-2025,BR0261,2025-04-12,Regular inspection,3,70.5,70.2,70.3,63.6,Team C,Repair planning
INSP-BR0261-2026,BR0261,2026-05-19,Special inspection,3,70.7,69.3,63.7,67.8,Team B,Repair planning
INSP-BR0262-2022,BR0262,2022-03-01,Frequent inspection,2,82.1,80.3,89.3,87.1,External consultant,Routine maintenance
INSP-BR0262-2025,BR0262,2025-10-20,Regular inspection,3,72.7,66.6,77.4,66.5,Team A,Repair planning
INSP-BR0262-2026,BR0262,2026-11-04,Frequent inspection,3,68.0,56.8,66.0,75.5,Team A,Repair planning
INSP-BR0263-2024,BR0263,2024-08-14,Regular inspection,2,83.7,89.4,87.6,94.8,Team C,Routine maintenance
INSP-BR0263-2025,BR0263,2025-04-05,Frequent inspection,2,85.7,91.9,92.0,89.9,Team C,Routine maintenance
INSP-BR0264-2022,BR0264,2022-06-03,Regular inspection,4,44.4,48.9,42.9,44.2,Team A,Major repair / load assessment
INSP-BR0264-2023,BR0264,2023-09-08,Regular inspection,3,67.0,57.9,76.1,63.3,Team B,Repair planning
INSP-BR0264-2025,BR0264,2025-07-18,Frequent inspection,4,52.5,54.9,61.3,47.3,Team A,Major repair / load assessment
INSP-BR0264-2026,BR0264,2026-11-21,Special inspection,4,54.2,61.1,56.1,58.2,Team C,Major repair / load assessment
INSP-BR0265-2022,BR0265,2022-07-15,Special inspection,1,95.8,98.7,100,100,Team C,Routine maintenance
INSP-BR0265-2023,BR0265,2023-03-22,Regular inspection,1,96.4,92.0,91.2,92.4,Team B,Routine maintenance
INSP-BR0265-2025,BR0265,2025-07-06,Regular inspection,1,95.2,93.6,95.9,96.0,External consultant,Routine maintenance
INSP-BR0265-2026,BR0265,2026-11-18,Special inspection,1,95.6,95.7,94.6,100,Team B,Routine maintenance
INSP-BR0266-2021,BR0266,2021-09-04,Regular inspection,3,64.3,53.6,71.1,72.1,Team C,Repair planning
INSP-BR0266-2023,BR0266,2023-06-02,Regular inspection,3,73.7,72.4,80.8,66.5,Team A,Repair planning
INSP-BR0266-2024,BR0266,2024-10-14,Regular inspection,3,61.0,51.6,69.5,54.5,External consultant,Repair planning
INSP-BR0266-2026,BR0266,2026-09-22,Regular inspection,3,63.2,69.8,60.8,68.6,Team C,Repair planning
INSP-BR0267-2021,BR0267,2021-08-05,Regular inspection,2,83.6,82.9,90.3,77.5,Team C,Routine maintenance
INSP-BR0267-2022,BR0267,2022-07-03,Regular inspection,2,78.5,80.8,73.1,80.1,Team A,Routine maintenance
INSP-BR0267-2024,BR0267,2024-07-01,Frequent inspection,2,77.2,74.8,77.0,73.4,Team B,Routine maintenance
INSP-BR0268-2023,BR0268,2023-09-17,Regular inspection,1,96.7,90.9,90.7,100,External consultant,Routine maintenance
INSP-BR0268-2025,BR0268,2025-07-23,Special inspection,1,97.4,90.5,87.7,92.6,External consultant,Routine maintenance
INSP-BR0268-2026,BR0268,2026-08-24,Regular inspection,1,93.7,95.9,92.4,100,Team B,Routine maintenance
INSP-BR0269-2022,BR0269,2022-09-18,Regular inspection,4,54.6,54.8,47.1,57.4,Team C,Major repair / load assessment
INSP-BR0269-2023,BR0269,2023-08-14,Frequent inspection,3,71.1,70.3,77.1,76.5,Team B,Repair planning
INSP-BR0269-2025,BR0269,2025-04-02,Special inspection,4,55.0,54.2,49.5,51.2,Team C,Major repair / load assessment
INSP-BR0269-2026,BR0269,2026-03-04,Regular inspection,4,51.6,56.3,46.5,44.1,External consultant,Major repair / load assessment
INSP-BR0270-2021,BR0270,2021-11-12,Regular inspection,2,82.6,76.3,74.6,79.2,Team B,Routine maintenance
INSP-BR0270-2022,BR0270,2022-04-09,Regular inspection,2,82.4,80.8,86.4,74.7,Team B,Routine maintenance
INSP-BR0271-2021,BR0271,2021-03-09,Regular inspection,2,89.7,81.9,83.1,87.5,Team B,Routine maintenance
INSP-BR0271-2022,BR0271,2022-07-04,Special inspection,2,88.7,89.4,81.5,82.8,Team A,Routine maintenance
INSP-BR0271-2023,BR0271,2023-10-03,Frequent inspection,2,88.9,96.7,87.0,83.2,External consultant,Routine maintenance
INSP-BR0271-2025,BR0271,2025-04-01,Regular inspection,2,82.0,78.6,72.7,73.9,Team A,Routine maintenance
INSP-BR0272-2021,BR0272,2021-09-25,Regular inspection,2,87.6,83.2,87.5,87.3,External consultant,Routine maintenance
INSP-BR0272-2022,BR0272,2022-10-12,Regular inspection,3,65.3,56.0,68.0,63.6,External consultant,Repair planning
INSP-BR0272-2024,BR0272,2024-09-18,Regular inspection,3,62.5,53.9,57.7,65.4,Team B,Repair planning
INSP-BR0272-2026,BR0272,2026-03-23,Regular inspection,3,63.9,67.4,71.9,59.9,Team B,Repair planning
INSP-BR0273-2022,BR0273,2022-07-12,Frequent inspection,3,73.8,69.1,67.4,78.6,Team B,Repair planning
INSP-BR0273-2023,BR0273,2023-03-06,Regular inspection,3,69.8,75.2,67.7,64.3,Team B,Repair planning
INSP-BR0273-2025,BR0273,2025-11-22,Regular inspection,4,55.8,54.5,56.8,58.8,External consultant,Major repair / load assessment
INSP-BR0273-2026,BR0273,2026-08-02,Regular inspection,4,54.5,54.9,47.7,46.8,Team B,Major repair / load assessment
INSP-BR0274-2022,BR0274,2022-10-07,Special inspection,5,22.3,26.5,20,22.0,Team C,Traffic restriction / emergency action
INSP-BR0274-2023,BR0274,2023-04-13,Regular inspection,5,32.7,37.7,39.7,38.3,Team B,Traffic restriction / emergency action
INSP-BR0274-2024,BR0274,2024-07-19,Regular inspection,5,16.6,20,20,27.0,Team B,Traffic restriction / emergency action
INSP-BR0274-2026,BR0274,2026-08-12,Regular inspection,5,17.3,20,20,23.7,Team C,Traffic restriction / emergency action
INSP-BR0275-2023,BR0275,2023-04-05,Regular inspection,1,97.4,95.0,100,100,Team B,Routine maintenance
INSP-BR0275-2024,BR0275,2024-03-09,Regular inspection,2,85.5,76.3,88.9,83.3,Team B,Routine maintenance
INSP-BR0276-2024,BR0276,2024-06-21,Regular inspection,1,94.2,93.6,99.5,100,Team B,Routine maintenance
INSP-BR0276-2025,BR0276,2025-07-01,Frequent inspection,1,91.7,95.8,96.7,100,Team B,Routine maintenance
INSP-BR0276-2026,BR0276,2026-07-25,Frequent inspection,2,83.6,81.6,88.8,81.7,Team B,Routine maintenance
INSP-BR0277-2021,BR0277,2021-10-14,Regular inspection,4,46.6,40.8,49.1,43.6,Team C,Major repair / load assessment
INSP-BR0277-2022,BR0277,2022-03-15,Regular inspection,3,70.0,76.0,73.1,73.2,External consultant,Repair planning
INSP-BR0277-2023,BR0277,2023-11-14,Regular inspection,4,43.9,45.1,36.2,48.4,Team B,Major repair / load assessment
INSP-BR0278-2024,BR0278,2024-10-11,Special inspection,2,78.6,77.7,81.5,75.3,Team B,Routine maintenance
INSP-BR0278-2026,BR0278,2026-11-05,Regular inspection,2,80.9,84.1,72.9,88.3,External consultant,Routine maintenance
INSP-BR0279-2024,BR0279,2024-11-10,Frequent inspection,1,92.8,99.1,100,100,Team C,Routine maintenance
INSP-BR0279-2026,BR0279,2026-07-01,Regular inspection,2,78.2,72.3,88.1,69.4,External consultant,Routine maintenance
INSP-BR0280-2021,BR0280,2021-10-15,Regular inspection,3,61.1,49.4,58.2,63.6,Team C,Repair planning
INSP-BR0280-2023,BR0280,2023-11-15,Special inspection,3,62.3,69.4,59.6,63.1,Team A,Repair planning
INSP-BR0280-2025,BR0280,2025-06-04,Regular inspection,3,69.7,65.8,69.4,73.6,Team B,Repair planning
INSP-BR0281-2021,BR0281,2021-11-17,Regular inspection,2,86.1,91.6,91.7,92.9,Team B,Routine maintenance
INSP-BR0281-2022,BR0281,2022-11-07,Regular inspection,1,98.5,86.7,100,100,External consultant,Routine maintenance
INSP-BR0281-2023,BR0281,2023-08-19,Special inspection,2,80.5,85.8,72.5,80.2,External consultant,Routine maintenance
INSP-BR0281-2026,BR0281,2026-04-18,Regular inspection,2,89.9,88.1,89.9,100,Team B,Routine maintenance
INSP-BR0282-2021,BR0282,2021-08-13,Regular inspection,3,68.9,68.9,61.0,78.2,Team B,Repair planning
INSP-BR0282-2022,BR0282,2022-08-01,Regular inspection,3,72.9,61.3,67.3,73.4,Team B,Repair planning
INSP-BR0282-2024,BR0282,2024-10-09,Special inspection,3,66.9,56.0,67.4,62.4,External consultant,Repair planning
INSP-BR0282-2026,BR0282,2026-09-16,Regular inspection,3,72.5,73.9,77.3,74.3,Team A,Repair planning
INSP-BR0283-2021,BR0283,2021-06-15,Frequent inspection,1,96.4,94.9,90.7,100,Team C,Routine maintenance
INSP-BR0283-2022,BR0283,2022-06-11,Special inspection,1,99.0,96.6,100,100,Team A,Routine maintenance
INSP-BR0283-2024,BR0283,2024-07-16,Regular inspection,1,96.6,100,96.6,100,Team B,Routine maintenance
INSP-BR0283-2025,BR0283,2025-03-14,Regular inspection,1,96.6,90.9,93.0,90.2,External consultant,Routine maintenance
INSP-BR0284-2024,BR0284,2024-06-04,Frequent inspection,2,80.3,76.0,78.5,71.7,Team B,Routine maintenance
INSP-BR0284-2025,BR0284,2025-04-04,Regular inspection,2,82.2,86.7,86.9,87.7,Team C,Routine maintenance
INSP-BR0285-2025,BR0285,2025-06-03,Special inspection,2,86.6,77.5,86.5,81.6,Team C,Routine maintenance
INSP-BR0285-2026,BR0285,2026-04-06,Regular inspection,2,86.9,93.5,94.7,96.7,Team A,Routine maintenance
INSP-BR0286-2021,BR0286,2021-03-25,Regular inspection,2,79.4,87.1,80.8,79.4,Team B,Routine maintenance
INSP-BR0286-2024,BR0286,2024-08-10,Regular inspection,2,87.3,81.1,94.4,79.7,Team C,Routine maintenance
INSP-BR0287-2023,BR0287,2023-08-25,Regular inspection,3,70.6,74.6,62.9,68.0,Team C,Repair planning
INSP-BR0287-2024,BR0287,2024-06-19,Regular inspection,3,71.3,68.1,64.9,73.9,Team C,Repair planning
INSP-BR0287-2025,BR0287,2025-05-12,Regular inspection,3,66.2,72.4,60.9,69.8,Team B,Repair planning
INSP-BR0288-2021,BR0288,2021-03-24,Regular inspection,2,76.4,70.0,75.9,83.7,Team C,Routine maintenance
INSP-BR0288-2022,BR0288,2022-09-25,Regular inspection,1,91.7,95.3,82.9,100,Team A,Routine maintenance
INSP-BR0288-2024,BR0288,2024-10-11,Regular inspection,1,96.9,100,100,100,External consultant,Routine maintenance
INSP-BR0288-2026,BR0288,2026-05-08,Special inspection,2,80.1,69.9,82.0,88.6,External consultant,Routine maintenance
INSP-BR0289-2022,BR0289,2022-04-14,Regular inspection,2,88.8,92.1,98.5,88.2,External consultant,Routine maintenance
INSP-BR0289-2023,BR0289,2023-10-03,Regular inspection,1,92.0,87.9,90.0,94.9,Team C,Routine maintenance
INSP-BR0289-2025,BR0289,2025-03-02,Regular inspection,2,87.4,79.0,81.5,80.7,Team C,Routine maintenance
INSP-BR0289-2026,BR0289,2026-08-11,Special inspection,2,81.5,77.2,79.8,90.8,External consultant,Routine maintenance
INSP-BR0290-2022,BR0290,2022-10-01,Frequent inspection,2,88.6,82.3,91.5,98.5,Team B,Routine maintenance
INSP-BR0290-2023,BR0290,2023-05-14,Regular inspection,1,98.6,100,100,100,External consultant,Routine maintenance
INSP-BR0290-2025,BR0290,2025-08-21,Regular inspection,2,84.3,85.6,79.5,95.2,External consultant,Routine maintenance
INSP-BR0290-2026,BR0290,2026-10-16,Frequent inspection,2,87.1,89.9,88.5,85.1,External consultant,Routine maintenance
INSP-BR0291-2023,BR0291,2023-09-24,Regular inspection,2,84.1,84.3,90.5,81.7,Team C,Routine maintenance
INSP-BR0291-2024,BR0291,2024-09-17,Regular inspection,3,63.9,69.4,68.6,75.3,Team C,Repair planning
INSP-BR0292-2022,BR0292,2022-10-01,Regular inspection,1,96.2,99.2,94.9,94.3,Team B,Routine maintenance
INSP-BR0292-2024,BR0292,2024-10-13,Regular inspection,1,98.9,89.0,100,100,Team C,Routine maintenance
INSP-BR0293-2023,BR0293,2023-03-07,Regular inspection,2,88.2,84.6,85.9,86.1,Team A,Routine maintenance
INSP-BR0293-2024,BR0293,2024-08-06,Regular inspection,3,70.3,58.9,69.7,65.0,External consultant,Repair planning
INSP-BR0294-2021,BR0294,2021-04-05,Regular inspection,2,77.5,82.5,74.1,88.0,Team A,Routine maintenance
INSP-BR0294-2024,BR0294,2024-10-22,Regular inspection,2,78.9,82.7,83.6,75.6,Team B,Routine maintenance
INSP-BR0294-2026,BR0294,2026-04-12,Regular inspection,2,76.2,76.7,81.0,75.8,Team A,Routine maintenance
INSP-BR0295-2023,BR0295,2023-11-08,Regular inspection,2,82.0,77.0,81.5,81.4,Team A,Routine maintenance
INSP-BR0295-2025,BR0295,2025-10-21,Regular inspection,2,76.2,81.8,79.2,85.3,External consultant,Routine maintenance
INSP-BR0296-2021,BR0296,2021-03-03,Regular inspection,1,93.9,98.6,90.2,100,Team A,Routine maintenance
INSP-BR0296-2023,BR0296,2023-11-25,Regular inspection,1,96.4,88.7,96.1,100,External consultant,Routine maintenance
INSP-BR0296-2024,BR0296,2024-06-25,Regular inspection,2,79.4,85.5,87.7,71.8,Team B,Routine maintenance
INSP-BR0297-2022,BR0297,2022-09-21,Regular inspection,2,83.9,89.4,78.7,87.2,Team C,Routine maintenance
INSP-BR0297-2023,BR0297,2023-10-01,Regular inspection,2,78.9,77.3,81.8,88.6,External consultant,Routine maintenance
INSP-BR0297-2026,BR0297,2026-03-12,Frequent inspection,2,89.8,78.6,91.6,98.8,External consultant,Routine maintenance
INSP-BR0298-2021,BR0298,2021-08-05,Regular inspection,1,98.8,100,100,100,External consultant,Routine maintenance
INSP-BR0298-2022,BR0298,2022-07-13,Regular inspection,1,98.9,100,90.8,100,Team A,Routine maintenance
INSP-BR0298-2026,BR0298,2026-10-13,Regular inspection,1,95.6,83.7,85.9,100,Team A,Routine maintenance
INSP-BR0299-2022,BR0299,2022-06-07,Regular inspection,2,85.4,91.1,91.7,92.7,Team C,Routine maintenance
INSP-BR0299-2024,BR0299,2024-05-15,Regular inspection,2,89.4,89.5,89.9,82.2,Team A,Routine maintenance
INSP-BR0299-2025,BR0299,2025-07-08,Regular inspection,1,96.7,86.7,99.3,88.7,Team C,Routine maintenance
