defect_id,bridge_id,inspection_id,defect_type,component,severity,description,quantity,unit,estimated_repair_cost_cny,requires_special_inspection
DEF-BR0213-1,BR0213,INSP-BR0213-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,20.7,m,354430.0,False
DEF-BR0213-2,BR0213,INSP-BR0213-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",21.8,point,138925.0,False
DEF-BR0213-3,BR0213,INSP-BR0213-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",10.2,m2,382410.0,False
DEF-BR0213-4,BR0213,INSP-BR0213-2026,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,12.5,point,157756.0,False
DEF-BR0213-5,BR0213,INSP-BR0213-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",23.7,m,45783.0,False
DEF-BR0214-1,BR0214,INSP-BR0214-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",31.5,m2,177923.0,False
DEF-BR0214-2,BR0214,INSP-BR0214-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,39.5,point,83437.0,False
DEF-BR0215-1,BR0215,INSP-BR0215-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",31.8,point,207246.0,False
DEF-BR0215-2,BR0215,INSP-BR0215-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,18.0,point,183874.0,False
DEF-BR0215-3,BR0215,INSP-BR0215-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,42.9,m2,168278.0,False
DEF-BR0216-1,BR0216,INSP-BR0216-2022,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",42.4,m,329618.0,False
DEF-BR0216-2,BR0216,INSP-BR0216-2022,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,6.1,point,90282.0,False
DEF-BR0216-3,BR0216,INSP-BR0216-2022,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,38.3,m2,169376.0,False
DEF-BR0216-4,BR0216,INSP-BR0216-2022,Spalling,Superstructure,Severe,Concrete cover spalling / exposed aggregate,37.5,m,688602.0,True
DEF-BR0216-5,BR0216,INSP-BR0216-2022,Abutment settlement,Substructure,Severe,Approach settlement or differential movement,43.3,point,608338.0,True
DEF-BR0217-1,BR0217,INSP-BR0217-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,25.2,m,61533.0,False
DEF-BR0217-2,BR0217,INSP-BR0217-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,25.9,m,196532.0,False
DEF-BR0217-3,BR0217,INSP-BR0217-2026,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",18.1,m,195731.0,False
DEF-BR0217-4,BR0217,INSP-BR0217-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,41.5,point,170090.0,False
DEF-BR0218-1,BR0218,INSP-BR0218-2026,Rebar corrosion,Superstructure,Severe,Exposed or corroded reinforcement,30.7,m2,146954.0,True
DEF-BR0219-1,BR0219,INSP-BR0219-2026,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,32.3,m,258792.0,False
DEF-BR0219-2,BR0219,INSP-BR0219-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,54.5,m2,20193.0,False
DEF-BR0219-3,BR0219,INSP-BR0219-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,40.6,m2,150164.0,False
DEF-BR0219-4,BR0219,INSP-BR0219-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",32.1,m2,379768.0,False
DEF-BR0219-5,BR0219,INSP-BR0219-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,56.1,m2,143902.0,False
DEF-BR0220-1,BR0220,INSP-BR0220-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,45.7,point,132367.0,False
DEF-BR0221-1,BR0221,INSP-BR0221-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,56.2,location,229988.0,False
DEF-BR0221-2,BR0221,INSP-BR0221-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",36.8,point,71333.0,False
DEF-BR0222-1,BR0222,INSP-BR0222-2025,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,17.5,point,165229.0,False
DEF-BR0222-2,BR0222,INSP-BR0222-2025,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,9.0,point,198592.0,False
DEF-BR0222-3,BR0222,INSP-BR0222-2025,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,11.0,m,111049.0,False
DEF-BR0222-4,BR0222,INSP-BR0222-2025,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,24.8,point,9165.0,False
DEF-BR0223-1,BR0223,INSP-BR0223-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",30.7,m,151658.0,False
DEF-BR0223-2,BR0223,INSP-BR0223-2026,Pier crack,Substructure,Severe,Vertical/inclined cracking at pier or cap beam,40.5,m2,61099.0,True
DEF-BR0223-3,BR0223,INSP-BR0223-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,56.3,m2,161079.0,False
DEF-BR0223-4,BR0223,INSP-BR0223-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",44.9,m2,66405.0,False
DEF-BR0223-5,BR0223,INSP-BR0223-2026,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",7.8,point,100289.0,False
DEF-BR0223-6,BR0223,INSP-BR0223-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",35.8,m2,34161.0,False
DEF-BR0224-1,BR0224,INSP-BR0224-2025,Abutment settlement,Substructure,Severe,Approach settlement or differential movement,29.3,m,256218.0,True
DEF-BR0224-2,BR0224,INSP-BR0224-2025,Scour / erosion,Foundation,Severe,Riverbed scour or slope erosion,37.6,point,656776.0,True
DEF-BR0224-3,BR0224,INSP-BR0224-2025,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",47.9,location,267327.0,False
DEF-BR0225-1,BR0225,INSP-BR0225-2025,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,14.8,m2,156886.0,False
DEF-BR0225-2,BR0225,INSP-BR0225-2025,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",48.4,m2,68141.0,False
DEF-BR0225-3,BR0225,INSP-BR0225-2025,Water leakage / efflorescence,Superstructure,Severe,Seepage marks and efflorescence,1.5,point,21168.0,True
DEF-BR0226-1,BR0226,INSP-BR0226-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,41.6,location,277458.0,False
DEF-BR0226-2,BR0226,INSP-BR0226-2026,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",13.4,m2,226416.0,False
DEF-BR0226-3,BR0226,INSP-BR0226-2026,Rebar corrosion,Superstructure,Severe,Exposed or corroded reinforcement,58.6,location,477774.0,True
DEF-BR0226-4,BR0226,INSP-BR0226-2026,Deck pavement rutting,Deck system,Critical,"Pavement rutting, pothole, delamination",25.2,m,1219685.0,True
DEF-BR0227-1,BR0227,INSP-BR0227-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",56.5,m,337739.0,False
DEF-BR0227-2,BR0227,INSP-BR0227-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,52.5,location,379933.0,False
DEF-BR0227-3,BR0227,INSP-BR0227-2026,Crack,Superstructure,Severe,Longitudinal/transverse cracking in girder or slab,24.0,m2,204165.0,True
DEF-BR0227-4,BR0227,INSP-BR0227-2026,Drainage blockage,Deck system,Severe,"Blocked scupper, water ponding",8.6,point,358314.0,True
DEF-BR0229-1,BR0229,INSP-BR0229-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,41.9,m,178573.0,False
DEF-BR0229-2,BR0229,INSP-BR0229-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,45.3,point,47658.0,False
DEF-BR0229-3,BR0229,INSP-BR0229-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,24.8,m2,129115.0,False
DEF-BR0229-4,BR0229,INSP-BR0229-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,25.9,m2,11770.0,False
DEF-BR0230-1,BR0230,INSP-BR0230-2025,Spalling,Superstructure,Severe,Concrete cover spalling / exposed aggregate,43.8,m,304059.0,True
DEF-BR0230-2,BR0230,INSP-BR0230-2025,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,36.4,point,113955.0,False
DEF-BR0231-1,BR0231,INSP-BR0231-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,40.6,m,56548.0,False
DEF-BR0231-2,BR0231,INSP-BR0231-2025,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,50.1,m,124678.0,False
DEF-BR0232-1,BR0232,INSP-BR0232-2024,Expansion joint damage,Deck system,Severe,"Broken seal, leakage or joint blockage",3.8,m2,442500.0,True
DEF-BR0232-2,BR0232,INSP-BR0232-2024,Spalling,Superstructure,Severe,Concrete cover spalling / exposed aggregate,2.7,point,126494.0,True
DEF-BR0232-3,BR0232,INSP-BR0232-2024,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,0.8,m,154311.0,False
DEF-BR0233-1,BR0233,INSP-BR0233-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,25.7,m,55859.0,False
DEF-BR0233-2,BR0233,INSP-BR0233-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",14.1,location,250182.0,False
DEF-BR0233-3,BR0233,INSP-BR0233-2026,Bearing damage,Bearing,Severe,"Aging rubber bearing, displacement or shear deformation",57.5,location,713644.0,True
DEF-BR0233-4,BR0233,INSP-BR0233-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,12.6,location,32227.0,False
DEF-BR0235-1,BR0235,INSP-BR0235-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",52.7,point,103878.0,False
DEF-BR0235-2,BR0235,INSP-BR0235-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",9.7,m,295160.0,False
DEF-BR0235-3,BR0235,INSP-BR0235-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,47.6,m,26199.0,False
DEF-BR0235-4,BR0235,INSP-BR0235-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,3.8,point,70857.0,False
DEF-BR0235-5,BR0235,INSP-BR0235-2026,Drainage blockage,Deck system,Critical,"Blocked scupper, water ponding",38.0,m2,889035.0,True
DEF-BR0236-1,BR0236,INSP-BR0236-2026,Pier crack,Substructure,Severe,Vertical/inclined cracking at pier or cap beam,16.4,m,20652.0,True
DEF-BR0236-2,BR0236,INSP-BR0236-2026,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",39.3,point,126048.0,False
DEF-BR0237-1,BR0237,INSP-BR0237-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,42.8,location,109509.0,False
DEF-BR0237-2,BR0237,INSP-BR0237-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,9.9,point,74332.0,False
DEF-BR0237-3,BR0237,INSP-BR0237-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,45.0,m2,163868.0,False
DEF-BR0238-1,BR0238,INSP-BR0238-2025,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,27.9,location,392226.0,False
DEF-BR0239-1,BR0239,INSP-BR0239-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",40.7,point,44637.0,False
DEF-BR0241-1,BR0241,INSP-BR0241-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,30.5,location,161762.0,False
DEF-BR0241-2,BR0241,INSP-BR0241-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,33.5,location,95572.0,False
DEF-BR0241-3,BR0241,INSP-BR0241-2026,Spalling,Superstructure,Severe,Concrete cover spalling / exposed aggregate,21.9,m,137836.0,True
DEF-BR0242-1,BR0242,INSP-BR0242-2026,Abutment settlement,Substructure,Severe,Approach settlement or differential movement,47.9,point,99687.0,True
DEF-BR0242-2,BR0242,INSP-BR0242-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,5.6,m,126868.0,False
DEF-BR0243-1,BR0243,INSP-BR0243-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,22.5,m2,164201.0,False
DEF-BR0243-2,BR0243,INSP-BR0243-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,57.9,location,66892.0,False
DEF-BR0243-3,BR0243,INSP-BR0243-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,55.3,location,136347.0,False
DEF-BR0245-1,BR0245,INSP-BR0245-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,4.5,m,92082.0,False
DEF-BR0246-1,BR0246,INSP-BR0246-2026,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,35.7,m,344857.0,False
DEF-BR0246-2,BR0246,INSP-BR0246-2026,Abutment settlement,Substructure,Severe,Approach settlement or differential movement,6.6,m2,287751.0,True
DEF-BR0246-3,BR0246,INSP-BR0246-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,19.7,point,82379.0,False
DEF-BR0246-4,BR0246,INSP-BR0246-2026,Expansion joint damage,Deck system,Severe,"Broken seal, leakage or joint blockage",17.9,m,484670.0,True
DEF-BR0247-1,BR0247,INSP-BR0247-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,29.1,point,99360.0,False
DEF-BR0247-2,BR0247,INSP-BR0247-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,22.8,location,64088.0,False
DEF-BR0247-3,BR0247,INSP-BR0247-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,59.6,m2,113610.0,False
DEF-BR0248-1,BR0248,INSP-BR0248-2026,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,9.5,point,158596.0,False
DEF-BR0249-1,BR0249,INSP-BR0249-2025,Water leakage / efflorescence,Superstructure,Severe,Seepage marks and efflorescence,0.8,m2,391693.0,True
DEF-BR0249-2,BR0249,INSP-BR0249-2025,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,35.1,location,49175.0,False
DEF-BR0249-3,BR0249,INSP-BR0249-2025,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,18.4,m2,297450.0,False
DEF-BR0250-1,BR0250,INSP-BR0250-2024,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,33.7,location,33909.0,False
DEF-BR0250-2,BR0250,INSP-BR0250-2024,Deck pavement rutting,Deck system,Severe,"Pavement rutting, pothole, delamination",12.8,m2,474377.0,True
DEF-BR0250-3,BR0250,INSP-BR0250-2024,Crack,Superstructure,Critical,Longitudinal/transverse cracking in girder or slab,33.7,location,1222986.0,True
DEF-BR0250-4,BR0250,INSP-BR0250-2024,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,11.6,m2,123923.0,False
DEF-BR0250-5,BR0250,INSP-BR0250-2024,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,45.6,m2,208502.0,False
DEF-BR0250-6,BR0250,INSP-BR0250-2024,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",32.7,m,76518.0,False
DEF-BR0251-1,BR0251,INSP-BR0251-2024,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,7.4,m,302501.0,False
DEF-BR0251-2,BR0251,INSP-BR0251-2024,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,24.1,m,13066.0,False
DEF-BR0251-3,BR0251,INSP-BR0251-2024,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,10.7,m,180335.0,False
DEF-BR0252-1,BR0252,INSP-BR0252-2024,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",5.1,m,305125.0,False
DEF-BR0252-2,BR0252,INSP-BR0252-2024,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,17.2,location,20670.0,False
DEF-BR0252-3,BR0252,INSP-BR0252-2024,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",19.2,m2,194454.0,False
DEF-BR0252-4,BR0252,INSP-BR0252-2024,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,19.6,location,95366.0,False
DEF-BR0252-5,BR0252,INSP-BR0252-2024,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,16.9,location,175465.0,False
DEF-BR0252-6,BR0252,INSP-BR0252-2024,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,10.1,m2,157122.0,False
DEF-BR0253-1,BR0253,INSP-BR0253-2026,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,35.1,point,83837.0,False
DEF-BR0253-2,BR0253,INSP-BR0253-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,34.6,m,185681.0,False
DEF-BR0253-3,BR0253,INSP-BR0253-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,57.2,m2,117534.0,False
DEF-BR0253-4,BR0253,INSP-BR0253-2026,Deck pavement rutting,Deck system,Severe,"Pavement rutting, pothole, delamination",7.9,point,347321.0,True
DEF-BR0254-1,BR0254,INSP-BR0254-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,1.6,m,198551.0,False
DEF-BR0254-2,BR0254,INSP-BR0254-2025,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,51.5,location,189126.0,False
DEF-BR0254-3,BR0254,INSP-BR0254-2025,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",56.9,point,48962.0,False
DEF-BR0254-4,BR0254,INSP-BR0254-2025,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,42.8,m,394391.0,False
DEF-BR0255-1,BR0255,INSP-BR0255-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,2.6,m2,44886.0,False
DEF-BR0255-2,BR0255,INSP-BR0255-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",53.5,m,72369.0,False
DEF-BR0256-1,BR0256,INSP-BR0256-2024,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,33.1,point,106871.0,False
DEF-BR0256-2,BR0256,INSP-BR0256-2024,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",2.3,m2,100103.0,False
DEF-BR0256-3,BR0256,INSP-BR0256-2024,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",17.0,m2,23140.0,False
DEF-BR0257-1,BR0257,INSP-BR0257-2023,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,39.4,point,118777.0,False
DEF-BR0257-2,BR0257,INSP-BR0257-2023,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,58.4,m2,196338.0,False
DEF-BR0257-3,BR0257,INSP-BR0257-2023,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,57.1,location,154787.0,False
DEF-BR0259-1,BR0259,INSP-BR0259-2025,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,7.2,location,367751.0,False
DEF-BR0260-1,BR0260,INSP-BR0260-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,8.0,location,298941.0,False
DEF-BR0261-1,BR0261,INSP-BR0261-2026,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,19.2,m2,82745.0,False
DEF-BR0261-2,BR0261,INSP-BR0261-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,5.4,point,278349.0,False
DEF-BR0261-3,BR0261,INSP-BR0261-2026,Water leakage / efflorescence,Superstructure,Severe,Seepage marks and efflorescence,35.6,m2,518945.0,True
DEF-BR0261-4,BR0261,INSP-BR0261-2026,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,10.4,point,247918.0,False
DEF-BR0261-5,BR0261,INSP-BR0261-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",39.7,m2,12925.0,False
DEF-BR0261-6,BR0261,INSP-BR0261-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",5.4,location,33483.0,False
DEF-BR0262-1,BR0262,INSP-BR0262-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,54.8,point,56858.0,False
DEF-BR0262-2,BR0262,INSP-BR0262-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,57.2,m,310799.0,False
DEF-BR0262-3,BR0262,INSP-BR0262-2026,Drainage blockage,Deck system,Severe,"Blocked scupper, water ponding",21.8,m2,478806.0,True
DEF-BR0262-4,BR0262,INSP-BR0262-2026,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",15.3,point,143254.0,False
DEF-BR0264-1,BR0264,INSP-BR0264-2026,Water leakage / efflorescence,Superstructure,Critical,Seepage marks and efflorescence,36.8,point,1413589.0,True
DEF-BR0264-2,BR0264,INSP-BR0264-2026,Drainage blockage,Deck system,Critical,"Blocked scupper, water ponding",13.5,m,1558319.0,True
DEF-BR0265-1,BR0265,INSP-BR0265-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",1.0,point,123512.0,False
DEF-BR0265-2,BR0265,INSP-BR0265-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",2.2,location,174643.0,False
DEF-BR0266-1,BR0266,INSP-BR0266-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",39.8,m2,33437.0,False
DEF-BR0266-2,BR0266,INSP-BR0266-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,20.0,m,97743.0,False
DEF-BR0266-3,BR0266,INSP-BR0266-2026,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",58.1,m,66426.0,False
DEF-BR0266-4,BR0266,INSP-BR0266-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",50.8,point,95916.0,False
DEF-BR0266-5,BR0266,INSP-BR0266-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,4.5,location,361858.0,False
DEF-BR0267-1,BR0267,INSP-BR0267-2024,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",20.4,location,170562.0,False
DEF-BR0268-1,BR0268,INSP-BR0268-2026,Scour / erosion,Foundation,Critical,Riverbed scour or slope erosion,33.7,m,163123.0,True
DEF-BR0269-1,BR0269,INSP-BR0269-2026,Rebar corrosion,Superstructure,Severe,Exposed or corroded reinforcement,8.6,point,777869.0,True
DEF-BR0269-2,BR0269,INSP-BR0269-2026,Rebar corrosion,Superstructure,Critical,Exposed or corroded reinforcement,42.1,location,648124.0,True
DEF-BR0269-3,BR0269,INSP-BR0269-2026,Abutment settlement,Substructure,Severe,Approach settlement or differential movement,54.9,m2,226010.0,True
DEF-BR0269-4,BR0269,INSP-BR0269-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,6.2,location,181089.0,False
DEF-BR0269-5,BR0269,INSP-BR0269-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",15.8,m2,87622.0,False
DEF-BR0271-1,BR0271,INSP-BR0271-2025,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",43.3,location,237608.0,False
DEF-BR0271-2,BR0271,INSP-BR0271-2025,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,31.5,location,46954.0,False
DEF-BR0272-1,BR0272,INSP-BR0272-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,22.2,m2,290513.0,False
DEF-BR0272-2,BR0272,INSP-BR0272-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,2.5,m,17699.0,False
DEF-BR0272-3,BR0272,INSP-BR0272-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,40.8,m,111749.0,False
DEF-BR0272-4,BR0272,INSP-BR0272-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,25.2,m2,126629.0,False
DEF-BR0273-1,BR0273,INSP-BR0273-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",16.1,point,81616.0,False
DEF-BR0273-2,BR0273,INSP-BR0273-2026,Water leakage / efflorescence,Superstructure,Critical,Seepage marks and efflorescence,37.3,point,1597378.0,True
DEF-BR0273-3,BR0273,INSP-BR0273-2026,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,14.3,location,70339.0,False
DEF-BR0273-4,BR0273,INSP-BR0273-2026,Scour / erosion,Foundation,Severe,Riverbed scour or slope erosion,3.2,m2,699086.0,True
DEF-BR0273-5,BR0273,INSP-BR0273-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,6.6,m2,191209.0,False
DEF-BR0273-6,BR0273,INSP-BR0273-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",2.6,location,165394.0,False
DEF-BR0274-1,BR0274,INSP-BR0274-2026,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,8.9,location,39263.0,False
DEF-BR0274-2,BR0274,INSP-BR0274-2026,Water leakage / efflorescence,Superstructure,Severe,Seepage marks and efflorescence,53.1,point,225500.0,True
DEF-BR0274-3,BR0274,INSP-BR0274-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,26.7,m2,91501.0,False
DEF-BR0274-4,BR0274,INSP-BR0274-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",22.8,m2,31807.0,False
DEF-BR0275-1,BR0275,INSP-BR0275-2024,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",10.0,point,165447.0,False
DEF-BR0275-2,BR0275,INSP-BR0275-2024,Scour / erosion,Foundation,Critical,Riverbed scour or slope erosion,0.8,point,982695.0,True
DEF-BR0276-1,BR0276,INSP-BR0276-2026,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,48.0,m2,20691.0,False
DEF-BR0277-1,BR0277,INSP-BR0277-2023,Pier crack,Substructure,Severe,Vertical/inclined cracking at pier or cap beam,42.6,point,381593.0,True
DEF-BR0277-2,BR0277,INSP-BR0277-2023,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,23.1,m,319852.0,False
DEF-BR0277-3,BR0277,INSP-BR0277-2023,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",39.6,m,82001.0,False
DEF-BR0277-4,BR0277,INSP-BR0277-2023,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,59.2,m2,165373.0,False
DEF-BR0278-1,BR0278,INSP-BR0278-2026,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,11.6,m2,91216.0,False
DEF-BR0278-2,BR0278,INSP-BR0278-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,28.2,point,116102.0,False
DEF-BR0279-1,BR0279,INSP-BR0279-2026,Railing damage,Ancillary,Critical,Damaged barrier or guardrail,1.9,m,475051.0,True
DEF-BR0280-1,BR0280,INSP-BR0280-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,51.2,m2,181451.0,False
DEF-BR0280-2,BR0280,INSP-BR0280-2025,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,30.6,point,160463.0,False
